"Código","Nome Município","Hepatite B 1999-2007","Hepatite B 2008","Hepatite B 2009","Hepatite B 2010","Hepatite B 2011","Hepatite B 2012","Hepatite B 2013","Hepatite B 2014","Hepatite B 2015","Hepatite B 2016","Hepatite B 2017","Hepatite B 2018","Hepatite B 2019","Hepatite B 2020","Tx Det Hep B 2008","Tx Det Hep B 2009","Tx Det Hep B 2010","Tx Det Hep B 2011","Tx Det Hep B 2012","Tx Det Hep B 2013","Tx Det Hep B 2014","Tx Det Hep B 2015","Tx Det Hep B 2016","Tx Det Hep B 2017","Tx Det Hep B 2018","Tx Det Hep B 2019","Tx Det Hep B 2020","Hep B M Total","Hep B M 1999-2007","Hep B M 2008","Hep B M 2009","Hep B M 2010","Hep B M 2011","Hep B M 2012","Hep B M 2013","Hep B M 2014","Hep B M 2015","Hep B M 2016","Hep B M 2017","Hep B M 2018","Hep B M 2019","Hep B M 2020","Tx Det M Hep B M 2008","Tx Det M Hep B M 2009","Tx Det M Hep B M 2010","Tx Det M Hep B M 2011","Tx Det M Hep B M 2012","Tx Det M Hep B M 2013","Tx Det M Hep B M 2014","Tx Det M Hep B M 2015","Tx Det M Hep B M 2016","Tx Det M Hep B M 2017","Tx Det M Hep B M 2018","Tx Det M Hep B M 2019","Tx Det M Hep B M 2020","Hep B F Total","Hep B F 1999-2007","Hep B F 2008","Hep B F 2009","Hep B F 2010","Hep B F 2011","Hep B F 2012","Hep B F 2013","Hep B F 2014","Hep B F 2015","Hep B F 2016","Hep B F 2017","Hep B F 2018","Hep B F 2019","Hep B F 2020","Tx Det F Hep B F 2008","Tx Det F Hep B F 2009","Tx Det F Hep B F 2010","Tx Det F Hep B F 2011","Tx Det F Hep B F 2012","Tx Det F Hep B F 2013","Tx Det F Hep B F 2014","Tx Det F Hep B F 2015","Tx Det F Hep B F 2016","Tx Det F Hep B F 2017","Tx Det F Hep B F 2018","Tx Det F Hep B F 2019","Tx Det F Hep B F 2020","Óbitos B Total","Óbitos B 2000-2007","Óbitos B 2008","Óbitos B 2009","Óbitos B 2010","Óbitos B 2011","Óbitos B 2012","Óbitos B 2013","Óbitos B 2014","Óbitos B 2015","Óbitos B 2016","Óbitos B 2017","Óbitos B 2018","Óbitos B 2019"
422000,"Balneário Rincão",0,0,0,0,0,0,0,1,2,1,3,0,1,0,0,0,0,0,0,0,8.48032564450475,16.6833500166834,8.20748522652659,24.240465416936,0,7.83699059561129,0,5,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,16.803898504453,16.5207335205683,0,31.9284802043423,0,15.460729746444,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,16.849199663016,16.6002656042497,16.3612565445026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430003,"Aceguá",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.5846027171676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.4763370527126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430005,"Água Santa",8,2,0,1,0,0,1,1,1,3,1,0,0,0,54.9752611324904,0,26.8672756582483,0,0,26.4410364886304,26.4830508474576,26.525198938992,79.7024442082891,26.6098988823842,0,0,0,7,3,1,0,0,0,0,1,0,0,2,0,0,0,0,54.5553737043099,0,0,0,0,52.2193211488251,0,0,104.87676979549,0,0,0,0,11,5,1,0,1,0,0,0,1,1,1,1,0,0,0,55.4016620498615,0,54.2593597395551,0,0,0,53.6193029490617,53.7634408602151,53.850296176629,53.9665407447383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430010,"Agudo",3,7,3,6,2,5,3,1,2,2,1,1,0,0,40.9021853453313,17.5767518162644,35.880875493362,12.0004800192008,30.0987238141103,17.7851553236898,5.95308965353018,11.9581464872945,12.0091269364717,6.02845430431637,6.05180343742435,0,0,19,1,4,1,3,1,2,2,0,2,2,0,1,0,0,46.2107208872458,11.5807759119861,35.9324469996407,12.0062432464882,24.1225425159812,23.6882624659481,0,23.9177230327673,24.0355726475183,0,12.1138703815869,0,0,17,2,3,2,3,1,3,1,1,0,0,1,0,0,0,35.4693781035706,23.716352424997,35.8294518093873,11.9947223221782,36.0533589712775,11.8694362017804,11.9132713843221,0,0,12.0540019286403,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
430020,"Ajuricaba",0,2,0,0,0,0,0,0,0,0,0,0,0,1,26.9869113479962,0,0,0,0,0,0,0,0,0,0,0,14.31229426077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0697674418605,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53.3760341606619,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
430030,"Alecrim",5,1,1,2,1,2,0,0,4,3,1,0,1,0,13.550135501355,13.7816979051819,28.388928317956,14.4196106705119,29.2911540714704,0,0,61.633281972265,47.2813238770686,16.1030595813205,0,16.8067226890756,0,13,4,0,1,1,0,1,0,0,3,1,1,0,1,0,0,27.3074822501365,28.4738041002278,0,29.4031167303734,0,0,92.8505106778087,31.5955766192733,32.3624595469256,0,33.6360578540195,0,8,1,1,0,1,1,1,0,0,1,2,0,0,0,0,27.3822562979189,0,28.3045570336824,28.7438919229664,29.1800408520572,0,0,30.6842589751457,62.8930817610063,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
430040,"Alegrete",19,2,0,1,1,4,2,3,3,2,3,0,3,1,2.5142052597174,0,1.2877802531776,1.29634430904848,5.21893429361724,2.584079486285,3.9091003856979,3.94435825291225,2.65273098655065,4.01187515044532,0,4.07669624536276,1.3693377882456,34,15,2,0,1,0,4,2,2,2,1,2,0,3,0,5.0483378347679,0,2.62805182518199,0,10.6501943660472,5.28010982628439,5.32807629805259,5.37938083326609,2.71488298854319,5.47660122128207,0,8.35770998746344,0,10,4,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,2.5419420437214,0,0,2.55056495013646,2.5720826152936,2.59336099585062,2.61376408165399,0,0,2.67193929353925,1,0,0,0,0,0,0,0,0,0,0,1,0,0
430045,"Alegria",1,2,0,0,0,3,0,0,0,0,0,0,0,0,41.3736036408771,0,0,0,72.4462690171456,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,40.371417036738,0,0,0,48.3558994197292,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,42.4268137462876,0,0,0,96.4785335262904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430047,"Almirante Tamandaré do Sul",4,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,48.9955903968643,96.9932104752667,0,98.6679822397632,0,0,0,50.9164969450102,0,6,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,96.9932104752667,96.5250965250965,0,98.0392156862745,0,0,0,101.83299389002,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,97.4658869395712,0,99.304865938431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430050,"Alpestre",23,2,2,1,0,0,2,1,1,0,2,3,10,2,22.1803260507929,22.517451024544,12.4579544038869,0,0,26.4620269912675,13.6332651670075,14.082523588227,0,30.0120048019208,46.4540105295757,159.795461808885,32.9652216911159,36,15,0,1,0,0,0,2,1,1,0,1,3,10,2,0,22.2965440356745,0,0,0,51.4800514800515,26.5181649429859,27.4122807017544,0,29.2312189418299,90.4704463208685,312.01248049922,64.4122383252818,13,8,2,1,1,0,0,0,0,0,0,1,0,0,0,44.9236298292902,22.7427791676143,25.6541816316059,0,0,0,0,0,0,30.8356460067838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430055,"Alto Alegre",3,1,2,2,0,0,0,0,0,0,0,0,0,0,50.8905852417303,102.986611740474,108.225108225108,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,99.1080277502478,105.932203389831,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,104.82180293501,107.181136120043,110.619469026549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
430057,"Alto Feliz",6,2,0,2,4,0,1,0,1,0,0,2,0,0,65.6167979002625,0,68.5635927322592,136.798905608755,0,33.3000333000333,0,33.4001336005344,0,0,66.2251655629139,0,0,10,3,1,0,2,2,0,1,0,0,0,0,1,0,0,63.7755102040816,0,133.333333333333,133.333333333333,0,64.474532559639,0,0,0,0,64.7668393782383,0,0,8,3,1,0,0,2,0,0,0,1,0,0,1,0,0,67.5675675675676,0,0,140.449438202247,0,0,0,68.5871056241427,0,0,67.7506775067751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430060,"Alvorada",69,22,22,13,22,23,32,28,28,24,22,24,33,10,10.4129195933282,10.2853242448468,6.64373725552325,11.1918279307328,11.6490495894976,15.7488840439197,13.6980269948975,13.6126519876903,11.5980689215246,10.5727549715977,11.4715624746072,15.6914956848387,4.73144327945797,195,32,11,10,7,11,10,15,16,14,13,19,11,19,7,10.6350065743677,9.55602698622021,7.36222128733698,11.5160334593118,10.4236157438292,15.2115932622783,16.1415614943051,14.0453665339045,12.9734045207325,18.8705480404426,10.8737556963652,18.698210876454,6.85918101378695,176,37,11,12,5,11,13,17,12,14,11,3,13,14,3,10.1999184006528,10.9838811544059,4.97052478800712,10.8853769803964,12.8072508743412,16.255498183209,11.3975267366981,13.20580300715,10.3067668609336,2.79340012663414,12.031244215748,12.8805512875951,2.74476436197952,14,2,3,0,3,1,0,1,0,1,0,2,1,0
430063,"Amaral Ferrador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430064,"Ametista do Sul",14,6,3,0,4,8,5,7,4,2,4,5,0,0,71.0900473933649,35.1535036325287,0,54.6672133388001,109.439124487004,67.0870790285791,94.022834116857,53.7851284119941,26.9179004037685,53.8865687727334,67.4217907227616,0,0,33,7,3,3,0,2,3,4,3,1,0,3,4,0,0,65.7606313020605,64.8508430609598,0,53.5905680600214,80.450522928399,105.540897097625,79.5123244102836,26.5533722782793,0,80.0213390237397,106.866150146941,0,0,29,7,3,0,0,2,5,1,4,3,2,1,1,0,0,77.3594636410521,0,0,55.7880055788006,139.625802848366,27.3000273000273,108.932461873638,81.7216017433942,54.4959128065395,27.2182906913446,27.2257010618023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430066,"André da Rocha",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,76.6871165644172,76.103500761035,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,151.057401812689,149.03129657228,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430070,"Anta Gorda",4,4,5,1,6,2,17,18,4,0,2,4,0,4,63.1811720107408,79.0388871324692,16.4663263625885,99.1080277502478,33.1400165700083,277.36988089411,294.840294840295,65.7894736842105,0,33.1564986737401,66.6333499916708,0,67.1028350947828,45,2,3,3,0,4,0,11,14,3,0,2,1,0,2,94.6372239747634,94.6670874092774,0,132.62599469496,0,359.125040809664,459.317585301837,98.8142292490118,0,66.4010624169987,33.4448160535117,0,67.272115708039,26,2,1,2,1,2,2,6,4,1,0,0,3,0,2,31.6355583676052,63.351282863478,32.8083989501312,65.8327847267939,66.1594442606682,195.694716242661,130.847235852143,32.8515111695138,0,0,99.5685363425158,0,66.9344042838019,1,0,0,0,0,0,0,1,0,0,0,0,0,0
430080,"Antônio Prado",3,2,5,2,2,3,5,2,2,7,2,1,2,1,14.1252913341338,35.0311777481959,15.5848203849451,15.5921103921416,23.3991108337883,38.2204555878306,15.2940276821901,15.3010481217963,53.5782625334864,15.3139356814701,7.65990042129452,15.3256704980843,7.6657723265619,21,2,1,5,0,0,0,3,2,1,3,1,0,2,1,14.1083521444695,69.8812019566737,0,0,0,45.9699662886914,30.6701426161632,15.3491941673062,46.1254612546126,15.3657037492317,0,30.8118933908489,15.4154462771697,18,1,1,0,2,2,3,2,0,1,4,1,1,0,0,14.1422712487626,0,31.1138767890479,31.1429461227032,46.7435338111561,30.5064063453325,0,15.2532031726663,60.966316110349,15.2625152625153,15.2601861742713,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
430085,"Arambaré",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27.3000273000273,27.4649821477616,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.7945205479452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.585152838428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430087,"Araricá",4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,19.2975685063682,0,0,20.0400801603206,0,18.9071658158442,18.5942729639271,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.8867576540022,0,0,0,0,0,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,39.0930414386239,0,0,40.4694455685957,0,38.0807311500381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430090,"Aratiba",23,0,2,1,3,4,2,6,1,0,1,1,1,0,0,29.8775022408127,15.2322924600152,45.9911083857121,61.7093489663684,30.543677458766,92.3929781336618,15.5327741534638,0,15.7903047528817,15.9159637116027,16.0384923817161,0,24,14,0,2,0,2,2,1,1,1,0,0,1,0,0,0,58.5137507314219,0,60.1322910402886,60.6428138265616,30.0120048019208,30.2938503483793,30.5810397553517,0,0,31.3873195229127,0,0,21,9,0,0,1,1,2,1,5,0,0,1,0,1,0,0,0,31.0077519379845,31.2793243665937,62.8140703517588,31.0945273631841,156.592546194801,0,0,32.071840923669,0,32.4359390204346,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
430100,"Arroio do Meio",1,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,4.9297510475721,0,9.69133110432718,28.8392213410238,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,19.4420141926704,28.9268151576511,0,5,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,9.82800982800983,0,0,28.7521564117309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430105,"Arroio do Sal",9,1,1,0,0,1,0,2,2,0,0,0,4,1,14.0666760444507,13.7174211248285,0,0,12.3258967089856,0,22.5733634311512,21.9250164437623,0,0,0,39.7416790859414,9.72857281836755,10,5,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,24.8880039820806,0,22.7842333105491,22.1287895552113,0,0,0,40.1364639775236,0,11,4,1,1,0,0,0,0,1,1,0,0,0,2,1,27.9563880346659,27.2108843537415,0,0,0,0,22.3663609930664,21.7249619813165,0,0,0,39.3545848091303,19.2641109612791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430107,"Arroio do Padre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430110,"Arroio dos Ratos",8,1,0,0,0,0,1,2,0,0,0,1,1,0,7.08516366728071,0,0,0,0,7.15665927145209,14.2816338189089,0,0,0,7.08064858741061,7.06663840011307,0,8,5,1,0,0,0,0,0,1,0,0,0,1,0,0,14.2734798743934,0,0,0,0,0,14.6455770357352,0,0,0,14.5285485979951,0,0,6,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,13.9625802848366,13.9353400222965,0,0,0,0,13.7760022041604,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
430120,"Arroio do Tigre",4,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,7.63184003663283,0,0,0,0,15.001500150015,0,7.45545366435548,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29.8552022689954,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15.3988296889436,0,0,0,0,0,0,14.9700598802395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430130,"Arroio Grande",2,1,0,1,0,1,0,1,1,0,0,0,0,0,5.31886601776501,0,5.41418516513265,0,5.44425087108014,0,5.37518813158461,5.39490720759603,0,0,0,0,0,5,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,10.9003706126008,0,10.9649122807018,0,10.8802089000109,10.9277674571085,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.8613011838818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430140,"Arvorezinha",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9.48136910969944,9.7799511002445,0,0,0,9.58680855143323,0,0,0,0,0,0,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,18.8323917137476,19.4779898714453,0,0,0,19.0585096245474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
430150,"Augusto Pestana",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,28.4010224368077,0,14.1904356463743,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,57.7367205542725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.7777777777778,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
430155,"Áurea",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430160,"Bagé",67,13,20,16,7,12,5,6,3,1,3,2,4,1,11.230616388061,17.2793641194004,13.6993338698906,5.98577096730059,10.2485267742762,4.17216001068073,4.99729313288635,2.49378631576322,0.82969649702139,2.48473955788201,1.65367156429062,3.301882898723,0.824164503234846,94,37,10,9,13,5,8,2,3,1,1,0,2,2,1,18.0903795361627,16.2890031130095,23.295821088094,8.94886617865516,14.3000143000143,3.48614258323165,5.21748204316597,1.73523746724739,1.73142184361798,0,3.44851369059935,3.44162995594714,1.71756380749545,66,30,3,11,3,2,4,3,3,2,0,3,0,2,0,4.96056352001587,18.18392210669,4.91883915395967,3.27487678276105,6.54171981814019,4.80215136381099,4.79493654700636,3.19131961065901,0,4.77243441879703,0,3.17304183655661,0,4,0,0,1,0,0,1,0,0,0,0,0,0,2
430163,"Balneário Pinhal",2,0,1,0,1,1,0,1,2,0,2,0,1,0,0,8.44594594594595,0,8.99442345745638,8.79430129276229,0,8.06126561870214,15.6666144446185,0,14.8798452496094,0,7.10833096388968,0,7,1,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,18.2715147085693,17.860332202179,0,0,15.976993129893,0,30.4275064658451,0,14.5602795573675,0,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,16.3853842372604,0,0,0,0,15.8277936055714,15.3680651605963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430165,"Barão",2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,18.3654729109275,0,0,17.2622130157086,0,0,16.5672630881378,0,0,16.2892979312592,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,35.3606789250354,0,0,0,0,0,32.6690623979092,0,0,32.1750321750322,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.9406009783368,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
430170,"Barão de Cotegipe",6,0,2,0,1,3,0,2,7,1,0,3,1,1,0,29.7574765659872,0,15.3256704980843,46.0052139242447,0,30.08876184745,105.374077976818,15.0647785477553,0,45.2693526482571,15.098897780462,15.1057401812689,15,3,0,1,0,1,1,0,0,5,1,0,2,1,0,0,29.5072292711714,0,30.3398058252427,30.3398058252427,0,0,149.342891278375,29.940119760479,0,60.0600600600601,30.0842358604091,0,12,3,0,1,0,0,2,0,2,2,0,0,1,0,1,0,30.0120048019208,0,0,62.015503875969,0,60.6980273141123,60.6980273141123,0,0,30.3306035790112,0,30.2846759539673,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430175,"Barão do Triunfo",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13.6128505309012,0,0,13.4156157767642,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.6871307474955,0,0,25.4129606099111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430180,"Barracão",3,1,2,0,1,2,0,1,0,0,1,2,0,0,18.4365781710914,37.0507595405706,0,18.7300992695261,37.5798571965427,0,18.5804533630621,0,0,18.8146754468485,37.7714825306893,0,0,7,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,36.8459837877671,0,0,37.3134328358209,0,36.7107195301028,0,0,36.941263391208,37.0919881305638,0,0,6,1,1,1,0,1,1,0,0,0,0,0,1,0,0,37.147102526003,37.25782414307,0,37.6506024096386,37.8501135503407,0,0,0,0,0,38.4763370527126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430185,"Barra do Guarita",6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,32.2893122376493,0,0,0,0,62.1504039776259,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,123.533045089561,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64.6412411118294,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
430187,"Barra do Quaraí",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24.8632521133764,0,0,0,0,0,0,23.7981913374584,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46.9924812030075,0,0,0,0,0,0,45.2898550724638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430190,"Barra do Ribeiro",2,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,7.61962816214569,0,7.5295534974776,7.4889537931551,14.8997988527155,14.8246979467793,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,15.2951973080453,0,0,0,14.9387511204063,14.8610491900728,0,6,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0060024009604,14.9342891278375,14.8610491900728,14.7885241052943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430192,"Barra do Rio Azul",7,3,0,0,0,1,2,1,2,2,0,1,0,0,148.514851485149,0,0,0,51.5198351365276,103.734439834025,52.9941706412295,108.459869848156,110.926234054354,0,57.9374275782155,0,0,10,5,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,98.8142292490118,101.112234580384,0,212.539851222104,0,111.234705228031,0,0,9,2,3,0,0,0,1,1,0,2,0,0,0,0,0,324.324324324324,0,0,0,108.342361863489,109.170305676856,0,227.531285551763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430195,"Barra Funda",3,4,2,0,0,0,0,0,0,0,1,5,2,0,164.338537387017,81.9336337566571,0,0,0,0,0,0,0,39.7930760047752,197.863078749505,78.7711697518708,0,12,2,3,2,0,0,0,0,0,0,0,0,4,1,0,258.620689655172,171.821305841924,0,0,0,0,0,0,0,0,314.218381775334,78.2472613458529,0,5,1,1,0,0,0,0,0,0,0,0,1,1,1,0,78.4929356357928,0,0,0,0,0,0,0,0,80,79.7448165869219,79.3021411578113,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
430200,"Barros Cassal",1,1,0,0,0,0,0,0,0,1,0,1,0,0,8.44665934622857,0,0,0,0,0,0,0,8.88809883565905,0,8.91583452211127,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0179400929041,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.2515057492243,0,18.3016105417277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430205,"Benjamin Constant do Sul",5,0,0,0,0,7,1,0,1,2,1,1,0,0,0,0,0,0,311.942959001782,44.7027268663389,0,46.4900046490005,94.8316737790422,48.3091787439614,49.2368291482029,0,0,11,2,0,0,0,0,5,1,0,0,1,1,1,0,0,0,0,0,0,430.292598967298,85.8369098712446,0,0,91.4913083257091,93.2835820895522,94.6969696969697,0,0,7,3,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,184.842883548983,0,0,96.7117988394584,98.4251968503937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430210,"Bento Gonçalves",303,52,25,31,30,35,22,30,26,40,20,51,46,25,49.2242448338208,23.3644859813084,28.8968847293947,27.6546123284262,31.9188713487091,19.7674627563031,26.5806634533598,22.7044491987949,34.4494970373432,17.0076704593772,42.8395030617645,38.1888521759344,20.524946019392,373,143,24,18,16,18,20,12,16,15,21,12,21,25,12,45.8120180193938,33.9040515341583,30.3922499762561,33.8129766690461,37.1678126742241,22.0094640695499,28.9383251944294,26.7403511899456,36.9276218611521,20.8380363623734,36.0218189303235,42.3894060396426,20.1234236651462,363,160,28,7,15,12,15,10,14,11,19,8,30,21,13,52.5811721845599,12.9848448311043,27.4559332271704,21.720636414647,26.8610210769479,17.61431691679,24.3165317678119,18.8291680931188,32.0707582202417,13.3317779592381,49.3819031785485,34.159116417522,20.9100706117,15,7,0,2,0,1,0,0,1,0,0,0,3,1
430215,"Boa Vista das Missões",4,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,46.7726847521048,46.9263256687001,94.1619585687382,0,0,0,47.6644423260248,0,5,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,94.3396226415094,95.0570342205323,191.021967526266,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.678405931418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
